,sharpe,treynor,lifetime,information-ratio,standard_deviation,downside_deviation,variacao,equity,captacao_liquida,cotistas
2012-09-04,8.526936485068523,0.11332107849029853,93.0,4.457826721275729,0.005957190213860974,0.005495515079237135,4.539843230247407e+29,509176492.56,141639567.14999995,1.0
2012-09-05,9.451392541349115,0.12526653458775547,94.0,3.949282884702426,0.005941047963311943,0.005532489184814613,9.430513287751612e+29,513540422.28,143265899.72999996,1.0
2012-09-06,10.60244943539594,0.14353774019268414,95.0,2.0131890183278753,0.005936321593630036,0.0055804139240391865,1.965794549952537e+30,519205033.45,145485382.75999996,1.0
2012-09-10,10.105925771345476,0.13687816855355273,99.0,1.835588190195005,0.005904476906346965,0.005444027079535626,3.706102976128429e+31,519908210.08,154297839.24999997,1.0
2012-09-11,9.81991740946861,0.13093764534741145,100.0,0.4827359959768754,0.00588176258716722,0.005434731351901277,7.708052293311668e+31,522228798.28,157410239.07999998,1.0
2012-09-12,9.228921623829267,0.12279348111737129,101.0,0.05478243807179882,0.005869149238434054,0.00543231861399722,1.6005484618321596e+32,522858847.52,159667155.33999997,1.0
2012-09-13,10.765136614828716,0.14374343695651237,102.0,-1.7169425903124877,0.005890054023734544,0.0053956722255579,3.3390659616775595e+32,530750875.49,162829137.14,1.0
2012-09-14,9.362880059146427,0.12925634807332712,103.0,-3.2942648440502698,0.005921920557748037,0.005497589791515031,6.93982921466202e+32,528135773.23,164038418.29,1.0
2012-09-17,9.681329991518696,0.13378406039176932,106.0,-3.0768796910743124,0.005952587699588043,0.005605706019372654,6.238053360756476e+33,530882251.32,167962935.27,1.0
2012-09-18,9.873803477189343,0.13656176764071792,107.0,-2.4222280587242846,0.005924444886091661,0.0055550478814599576,1.2988236554908332e+34,532867324.51,169363392.73000002,1.0
2012-09-19,10.874830993840707,0.1523068205527346,108.0,-1.170316082168853,0.005913420892079149,0.005590449841299685,2.7123865616490167e+34,537967954.43,171389611.66000003,1.0
2012-09-20,10.340278506346866,0.14540142869689107,109.0,-1.6585366445355123,0.005898608021394744,0.005536159828215951,5.65602197942992e+34,537622952.38,172569195.73000002,1.0
2012-09-21,11.627574459432518,0.16061278150760347,110.0,-0.5023143789096228,0.005902342785454992,0.0055838690331813205,1.1840159174327566e+35,542891252.7,173817082.97000003,1.0
2012-09-24,10.715426010004853,0.14721090192416472,113.0,-1.708148828733761,0.0059087571196270935,0.005638632684749044,1.0835045299262356e+36,541672486.87,177642677.65000004,1.0
2012-09-25,10.232530224953969,0.1444049507396813,114.0,0.4992596940347125,0.005893449329066866,0.0055846436320851015,2.2596079573908392e+36,544258781.77,181611243.56000003,1.0
2012-09-26,11.02038859382958,0.1550011677580814,115.0,0.9683626477641838,0.005875269486131988,0.005608188165003468,4.723288792080701e+36,550043264.72,184963428.90000004,1.0
2012-09-27,11.504147444493116,0.15915830402312842,116.0,1.464203783242221,0.005851157432339772,0.005618473228624977,9.88699923059233e+36,553136730.85,186578076.51000005,1.0
2012-09-28,11.971453263338152,0.16461179853157276,117.0,3.160413434742992,0.0058271065120560584,0.005534722177283793,2.0723702081878593e+37,564792006.56,196811065.65000004,1.0
2012-10-01,12.396582346193885,0.16986756720142104,120.0,2.4254818750974367,0.0057556922769988195,0.005555667961091766,1.91019178236198e+38,567553213.94,219040240.86,1.0
2012-10-02,12.216014475170113,0.17358235811839728,121.0,2.119419803921233,0.005735279043200882,0.005502724776772637,4.005628042182899e+38,568074733.89,220086744.96,1.0
2012-10-03,11.817127768455519,0.1674460701015072,122.0,3.0913142775563354,0.005719491948571041,0.005541113133764404,8.390768111534004e+38,571836251.57,225004247.45000002,1.0
2012-10-04,11.940114745420251,0.17157130058822478,123.0,2.807417447679754,0.005696254896287176,0.005492741047374475,1.758272703804421e+39,568464848.74,221246261.39000002,1.0
2012-10-05,13.973380287459737,0.19186994685314185,124.0,3.803295775910755,0.005752149364910604,0.005434137746715785,3.707260500454208e+39,577099558.55,223144121.42000002,1.0
2012-10-08,13.779753618175928,0.20044628569500375,127.0,2.752378880848149,0.005833843505759218,0.005481790821172152,3.475513524830195e+40,578917275.14,228592559.97000003,1.0
2012-10-09,12.818214138171136,0.18456209616409655,128.0,3.4098726602837783,0.0058380845629066105,0.0054551104634731565,7.310351356657419e+40,580440896.92,232933950.58000004,1.0
2012-10-10,11.944489178956582,0.1719897346002429,129.0,3.6517127141384984,0.005838580140155586,0.005424524085773353,1.5340473328575106e+41,579713980.36,234799603.98000005,1.0
2012-10-11,13.179643694917736,0.18645814407972008,130.0,3.296390174311038,0.00583642955532687,0.005459703941547455,3.2309101657689197e+41,585402664.81,236437502.65000004,1.0
2012-10-15,11.566233497718185,0.16381868289834112,134.0,1.585693826970202,0.005866865147262161,0.0055837277974925045,6.330055943410218e+42,583061628.55,243778382.38,1.0
2012-10-16,12.267989697928458,0.17419467284390427,135.0,1.5029723051849755,0.005848615715744675,0.005598488237277522,1.3302128315796902e+43,586276552.54,244708865.25,1.0
2012-10-17,13.003319781855216,0.18296710828247317,136.0,1.678432163886784,0.005831002950295342,0.005613980662262066,2.8013049125773404e+43,590596277.54,246641902.67,1.0
2012-10-18,12.591422128141945,0.16962705870270212,137.0,1.7184826260709167,0.00581792221498143,0.005569069911417062,5.892740134558842e+43,593165349.04,250459335.42,1.0
2012-10-19,11.752017184553402,0.15722663727636318,138.0,2.4665121573620965,0.005817624523185194,0.005537500626438676,1.2367948167718151e+44,592291581.79,252125073.98999998,1.0
2012-10-22,11.129912117311079,0.1477533921263063,141.0,2.6955002932003636,0.005808310782256832,0.005437549187705815,1.1415834144623102e+45,598315068.55,263382900.92999998,1.0
2012-10-23,10.565275196465837,0.14317445460424516,142.0,4.212148907892917,0.005798722218748547,0.005434766020284106,2.3883466168161052e+45,597008458.13,263813202.45999998,1.0
2012-10-24,10.236708316970928,0.13889547903383367,143.0,4.2968728583301266,0.005783702085247987,0.005428220587542215,4.992393892314017e+45,597588719.67,265389008.39,1.0
2012-10-25,11.685798993883164,0.15484050005776417,144.0,4.067307526905949,0.005792690216495983,0.005432736103803113,1.0480768139126533e+46,603750460.24,266599659.85999998,1.0
2012-10-26,12.149395694830085,0.1604706492413985,145.0,4.762912313941854,0.005773418471686881,0.005404270349359663,2.2032369984026206e+46,606322972.93,267621220.55999997,1.0
2012-10-29,13.171778439331344,0.17318397186955312,148.0,5.536894818849269,0.0057244464610484505,0.005439210696960959,2.0523181443410313e+47,611268807.13,271466046.34999996,1.0
2012-10-30,14.303173335306262,0.1874422333105601,149.0,5.711947389089858,0.0057186674802429775,0.0054660934820058,4.340191924626063e+47,616668349.48,273064811.17999995,1.0
2012-10-31,13.617769119787598,0.17721819667266117,150.0,6.438255420555172,0.005713238690688107,0.005431705260227701,9.161987169899562e+47,615787364.69,274292390.4,1.0
2012-11-01,15.804217105016399,0.20277989703820715,151.0,5.789931831595447,0.005767246606764939,0.005493954234160275,1.946942338355559e+48,640120271.95,290833017.9,1.0
2012-11-05,14.952635153310013,0.20169392173197404,155.0,5.459929950080072,0.005906403251712532,0.005637624202054655,3.965269649096306e+49,641417282.75,343237741.42999995,1.0
2012-11-06,15.681883932501602,0.2103163972237151,156.0,4.4939432528127545,0.005890260762889379,0.005650284219341389,8.433726068758461e+49,650349941.02,349605727.34,1.0
2012-11-07,15.308771387055986,0.20574860144432003,157.0,5.939093084438437,0.005878356685951826,0.005609765674372948,1.7919563681457576e+50,667952791.99,368448196.32,1.0
2012-11-08,15.436415112997764,0.2098769384225806,158.0,7.9526782294077085,0.005860106237177182,0.005570902867463918,3.808877626683085e+50,671499402.96,371525039.65999997,1.0
2012-11-09,15.107812874000873,0.20541901055654263,159.0,8.218632774230928,0.005847489422538304,0.005531317517171231,8.088777819743357e+50,686280844.54,387426388.57,1.0
2012-11-12,14.80210560247076,0.19987054557750708,162.0,8.730493471187229,0.005810710366817461,0.005416959986084338,7.739459159682539e+51,676396558.06,410628246.50000006,1.0
2012-11-13,15.445041217730134,0.20780037883996086,163.0,8.04839055258099,0.00579467635525205,0.005426827699816257,1.6449997547481436e+52,695546706.43,427421418.32000005,1.0
2012-11-14,14.50910554931616,0.19568476642369242,164.0,9.338323115821312,0.0057974934701479405,0.005404997114354333,3.4877569385127716e+52,692343412.28,427465039.99000007,1.0
2012-11-16,14.050801333811123,0.1934302924682558,166.0,9.708611222192655,0.005789898866245663,0.00534852967531304,1.5659725738501906e+53,706284571.21,443026349.9200001,1.0
2012-11-19,16.31304984595566,0.22266092812856925,169.0,10.040526542832483,0.005818661172262931,0.0053374701220011275,1.4972191899770686e+54,716336793.38,475059611.6700001,1.0
2012-11-21,15.731262535885245,0.21096083819625805,171.0,9.684857435497845,0.005796289245650576,0.005273417995965715,6.79455647221882e+54,823579353.22,584853159.97,2.0
2012-11-22,15.378223791830301,0.205618481175529,172.0,9.272363250339417,0.005784611244840045,0.005239874706922235,1.4448703834484046e+55,823063249.92,585794045.34,2.0
2012-11-23,16.976731585794948,0.23483817370167656,173.0,8.222012431332107,0.005795728571551347,0.005276332280377852,3.087078274127426e+55,842199393.09,597575457.86,2.0
2012-11-26,15.559056935901678,0.20540531838123097,176.0,8.639313882576257,0.005833277270624452,0.005347741313371829,3.000257729750603e+56,846668252.73,631230615.66,2.0
2012-11-27,14.469268605313058,0.19118698996900338,177.0,8.98697075781505,0.005840429227713171,0.005334224906313826,6.36901671469391e+56,840588296.45,629774577.55,2.0
2012-11-28,15.421947156245151,0.20348934622312725,178.0,9.177972199628012,0.005830745588631289,0.005352168371779662,1.3557950706858954e+57,847414919.84,632175192.9799999,2.0
2012-11-29,15.274966691519916,0.2086232780931446,179.0,7.1186745832238545,0.005816733818271925,0.005318524783973819,2.8850416144678776e+57,858326251.46,643688524.3299999,2.0
2012-11-30,14.298788759406232,0.1936032858889538,180.0,6.351704692817014,0.005820083812526655,0.0053006977069876724,6.1232356913837e+57,847503845.77,637070719.55,2.0
2012-12-03,14.710851001611061,0.20471391545684076,183.0,5.37883966296515,0.005810429027788793,0.005269466755529622,5.861493752643111e+58,850962296.09,625297288.37,2.0
2012-12-04,13.594427173395433,0.18922556409668828,184.0,5.873545815870161,0.005817609172336623,0.0052575366618521965,1.2418952552155678e+59,848448301.41,627561193.47,2.0
2012-12-05,13.598879443826874,0.18964954178276103,185.0,5.731828201698332,0.005802521984440568,0.005227192797683287,2.6313944807154757e+59,866847916.94,645870819.6800001,2.0
2012-12-06,14.269369896755842,0.19315571653715863,186.0,6.441877478647583,0.005789362980065543,0.005237814506471649,5.586442588375512e+59,877012765.52,652825656.0600001,2.0
2012-12-07,14.955745029436523,0.20239408923273,187.0,6.070255463536763,0.005776419991373358,0.005248602910182756,1.1883609162171922e+60,881706771.51,654219340.6700001,2.0
2012-12-10,15.701810389533923,0.21660650077582896,190.0,5.531063543403187,0.005737905601729689,0.00527997495303976,1.1461297846659717e+61,887158316.96,659212324.0500001,2.0
2012-12-11,16.253530413396465,0.22372779601918164,191.0,4.7202668112159625,0.005723872406198576,0.005286812678091722,2.4466756867993558e+61,914461929.6,683884700.5400001,2.0
